Date,Open,High,Low,Close,Adj Close,Volume
2024-06-03,1325.0,1325.0,1281.699951171875,1285.550048828125,1285.550048828125,69461
2024-06-04,1280.050048828125,1295.449951171875,1225.0,1240.4000244140625,1240.4000244140625,110213
2024-06-05,1240.050048828125,1310.0,1233.699951171875,1288.050048828125,1288.050048828125,84820
2024-06-06,1320.300048828125,1320.300048828125,1298.0,1303.550048828125,1303.550048828125,55602
