Date,Open,High,Low,Close,Adj Close,Volume
2024-06-03,1435.300048828125,1436.4000244140625,1387.3499755859375,1391.5,1391.5,870693
2024-06-04,1398.1500244140625,1402.699951171875,1307.699951171875,1338.8499755859375,1338.8499755859375,3277433
2024-06-05,1341.0,1396.199951171875,1330.699951171875,1390.0999755859375,1390.0999755859375,1238176
2024-06-06,1390.0999755859375,1445.800048828125,1380.25,1442.8499755859375,1442.8499755859375,2227021
