Date,Open,High,Low,Close,Adj Close,Volume
2024-06-03,2342.10009765625,2364.699951171875,2270.0,2326.550048828125,2326.550048828125,120363
2024-06-04,2334.0,2343.949951171875,2111.050048828125,2290.85009765625,2290.85009765625,151120
2024-06-05,2340.0,2340.0,2270.0,2326.199951171875,2326.199951171875,106420
2024-06-06,2328.0,2329.050048828125,2285.0,2301.64990234375,2301.64990234375,46104
2024-06-07,2312.0,2431.5,2302.199951171875,2420.699951171875,2420.699951171875,154569
