Date,Open,High,Low,Close,Adj Close,Volume
2024-06-03,1138.9000244140625,1148.9000244140625,1116.0,1129.449951171875,1129.449951171875,108217
2024-06-04,1116.050048828125,1121.0,1027.949951171875,1061.0,1061.0,158352
2024-06-05,1054.0,1108.949951171875,1036.3499755859375,1095.300048828125,1095.300048828125,78888
2024-06-06,1106.0,1199.0,1102.75,1172.300048828125,1172.300048828125,238035
